id,machine_type,facility_zone,shift,sensor_model,maintenance_strategy,load_pct,rpm,power_kw,voltage_v,power_factor,vibration_mm_s,oil_pressure_bar,coolant_temp_c,bearing_temp_c,operating_hours,days_since_maintenance,anomaly_count_7d,sensor_uptime_pct,machine_state
78429,pump,processing,night,S2,predictive,92.9,2706.2,76.1,399.74,0.8531,2.78,5.338,96.45,110.1,13040.9,27.47,1,98.248,2
78430,pump,packaging,evening,S4,reactive,42.53,1921.6,31.65,420.3,0.9651,1.859,5.755,71.84,77.41,15732.8,25.2,0,97.768,1
78431,turbine,utilities,day,S2,predictive,59.96,3809.9,134.51,408.45,0.9206,2.29,5.681,81.69,93.41,12768.5,63.5,0,98.29,1
78432,pump,processing,day,S2,preventive,75.54,2035.6,57.52,405.47,0.9121,2.896,4.843,85.62,89.19,18163.0,89.87,0,100.0,2
78433,conveyor,packaging,day,S2,predictive,58.34,981.4,46.25,408.95,0.8921,3.225,4.911,78.09,85.09,19915.0,40.15,1,98.285,1
78434,turbine,processing,night,S2,preventive,77.74,5590.5,278.1,412.92,0.9122,2.611,5.878,80.74,91.7,26385.7,38.49,1,98.872,2
78435,conveyor,assembly,night,S2,reactive,48.09,957.7,42.5,408.42,0.9227,2.834,5.018,79.05,89.82,6132.5,113.73,1,99.185,2
78436,compressor,processing,day,S2,preventive,60.8,2470.4,69.03,387.25,0.941,2.247,5.828,71.49,80.08,17669.2,29.42,0,98.237,1
78437,compressor,packaging,night,S3,preventive,62.52,3385.4,101.46,403.66,0.9036,2.759,5.835,92.75,100.63,26567.4,36.45,0,99.524,1
78438,conveyor,utilities,day,S1,preventive,50.63,977.2,40.59,397.64,0.9273,2.684,4.95,79.61,91.36,14385.3,118.5,0,98.11,1
78439,pump,processing,day,S1,predictive,66.96,1745.9,46.1,394.53,0.8977,3.322,4.808,85.97,98.05,30113.6,42.77,0,99.306,1
78440,turbine,processing,day,S4,predictive,57.12,3819.0,133.36,397.58,0.9489,2.964,6.504,78.26,93.05,10110.7,100.43,0,98.937,1
78441,conveyor,cold_storage,day,S1,reactive,60.26,996.3,51.61,393.09,0.9163,2.465,5.108,74.09,80.58,17943.4,46.72,1,98.725,1
78442,pump,packaging,evening,S2,preventive,69.92,2221.6,54.45,395.9,0.8796,3.698,5.019,83.72,98.68,39248.1,108.89,0,98.531,2
78443,pump,assembly,day,S1,preventive,60.72,1974.9,48.38,397.25,0.9205,4.129,4.189,83.84,93.67,18947.6,66.21,0,97.418,2
78444,compressor,utilities,day,S2,predictive,67.31,2846.9,87.41,393.49,0.8906,2.009,6.246,86.07,93.07,2740.8,30.39,2,98.675,1
78445,mixer,processing,night,S3,predictive,73.27,1592.7,120.16,377.55,0.8406,2.757,5.693,86.25,94.99,10130.0,60.08,2,100.0,2
78446,conveyor,processing,night,S2,reactive,78.58,930.2,59.37,393.12,0.8671,2.578,5.259,91.77,,6450.7,43.64,2,99.445,2
78447,pump,processing,night,S2,predictive,55.59,1845.8,36.84,394.59,0.9244,2.512,4.911,76.5,83.53,20594.7,44.42,1,98.929,1
78448,conveyor,processing,evening,S2,predictive,58.65,887.0,43.44,404.08,0.896,1.989,5.272,82.6,90.82,19071.8,12.22,0,99.227,1
78449,pump,processing,day,S3,predictive,74.58,2175.1,50.45,400.16,0.9583,2.326,5.51,84.63,93.04,15926.2,31.53,0,98.419,1
78450,turbine,processing,night,S3,predictive,93.18,6092.0,275.08,373.75,0.8415,3.133,5.96,99.1,105.59,35977.6,21.99,1,98.935,3
78451,pump,packaging,day,S2,reactive,56.54,2046.5,46.07,397.19,0.9099,3.762,5.448,73.58,86.27,15560.3,129.17,1,98.66,2
78452,turbine,packaging,day,S4,preventive,72.04,4907.3,212.02,408.74,0.9008,3.755,5.558,86.16,96.19,18978.5,59.34,0,99.132,2
78453,compressor,assembly,day,S2,predictive,71.98,3040.1,106.86,399.03,0.9396,2.05,6.49,86.43,93.75,3953.5,12.52,0,98.03,1
78454,compressor,assembly,evening,S4,predictive,101.2,3550.1,158.15,413.26,0.9007,3.182,5.837,93.25,99.9,22119.0,12.59,1,98.644,1
78455,mixer,cold_storage,evening,S2,preventive,74.11,1482.3,102.15,398.7,0.9048,2.24,4.974,82.41,95.74,19746.3,8.89,0,98.268,1
78456,pump,cold_storage,day,S4,predictive,68.43,2030.2,46.14,408.74,0.9299,1.367,5.167,76.96,84.38,6961.6,59.77,0,98.9,1
78457,mixer,processing,day,S2,reactive,82.28,1442.5,110.19,414.32,0.9488,3.148,5.133,83.56,93.28,5407.5,49.17,0,99.666,1
78458,conveyor,packaging,day,S4,preventive,58.84,1041.2,48.5,402.75,0.8659,3.7,5.142,77.35,,30796.9,60.05,0,98.622,2
78459,compressor,assembly,night,S2,predictive,63.01,3067.2,99.66,410.35,0.8905,2.456,6.02,87.17,96.42,31484.5,23.28,0,99.57,1
78460,conveyor,utilities,night,S3,reactive,44.89,835.7,38.17,409.55,0.9202,3.718,4.446,83.67,90.6,11097.3,123.01,0,99.034,2
78461,turbine,assembly,day,S3,preventive,95.03,5365.3,352.18,387.52,0.9215,3.053,5.57,96.53,106.93,5635.6,42.25,0,98.016,3
78462,compressor,utilities,day,S1,predictive,71.51,2803.7,92.44,401.56,0.87,3.083,5.888,89.74,96.33,4567.3,120.41,0,98.887,2
78463,pump,utilities,evening,S2,reactive,65.0,2059.6,53.91,397.73,0.9032,2.405,5.348,90.15,97.1,20959.9,90.29,1,100.0,2
78464,compressor,cold_storage,day,S3,predictive,100.76,2966.4,132.2,384.86,0.9008,3.404,6.538,92.01,104.54,17975.6,57.62,0,99.347,1
78465,pump,assembly,day,S3,preventive,55.56,1790.5,38.83,386.35,0.9485,2.048,5.492,76.6,84.15,5511.5,33.98,0,98.942,1
78466,turbine,utilities,night,S1,preventive,81.11,5519.4,293.2,394.1,0.9156,,6.594,86.59,95.79,19543.3,29.56,0,100.0,1
78467,turbine,assembly,day,S4,preventive,66.45,5076.4,200.75,400.67,0.9296,2.442,6.123,90.6,95.44,14579.4,41.4,1,99.445,2
78468,compressor,cold_storage,day,S3,preventive,55.62,2599.3,72.72,378.12,0.9332,3.454,,70.75,91.6,25789.3,26.0,2,99.323,2
78469,turbine,packaging,evening,S2,preventive,85.48,5792.9,264.42,402.53,0.8753,3.186,5.469,97.9,102.34,36085.3,25.68,0,97.725,2
78470,compressor,utilities,day,S1,predictive,84.32,3302.9,146.14,391.74,0.9288,3.589,4.889,86.03,95.41,13793.7,42.21,1,98.737,3
78471,mixer,utilities,day,S3,preventive,59.34,1575.2,86.85,395.83,0.9287,2.424,4.834,75.93,90.78,9125.3,19.17,0,99.704,1
78472,compressor,utilities,day,S2,preventive,57.21,2925.2,91.83,410.56,0.8716,2.914,,87.82,98.17,7432.3,96.03,1,98.787,2
78473,compressor,processing,evening,S4,predictive,78.76,3259.9,129.76,403.48,0.8918,2.366,6.578,88.05,97.41,13186.0,31.45,0,98.231,1
78474,conveyor,processing,evening,S3,preventive,63.52,865.0,43.79,386.37,0.9038,2.205,5.346,85.51,96.65,10625.5,82.83,1,99.891,1
78475,pump,packaging,day,S3,reactive,40.68,1794.3,33.53,383.85,0.9126,2.574,5.13,73.15,79.69,8070.0,106.57,1,98.507,1
78476,pump,processing,evening,S2,predictive,35.25,1563.6,25.04,389.75,0.8756,1.96,5.23,71.25,82.78,9439.0,72.31,0,98.348,1
78477,conveyor,utilities,day,S2,preventive,57.48,1010.7,52.59,380.82,0.8982,2.388,4.932,76.47,87.25,18050.9,46.71,1,98.236,1
78478,pump,processing,day,S2,predictive,70.0,2312.6,59.33,403.79,0.9011,2.245,5.275,73.29,76.15,15328.2,42.47,1,98.204,1
78479,conveyor,processing,day,S3,preventive,37.25,898.8,30.82,402.51,0.8673,2.77,4.835,75.18,85.96,37705.9,43.16,1,97.986,1
78480,compressor,cold_storage,night,S4,reactive,67.72,3251.4,121.92,390.64,0.9222,3.435,6.262,82.8,98.25,10062.3,179.24,0,99.205,2
78481,conveyor,processing,night,S1,reactive,53.05,942.5,40.97,396.91,0.9293,2.682,5.04,84.03,97.25,11886.9,87.01,2,98.796,2
78482,pump,processing,night,S2,preventive,57.24,1818.9,41.29,395.81,0.8951,2.551,4.829,75.53,87.31,18307.5,12.31,2,98.515,1
78483,mixer,processing,day,S4,reactive,73.53,1601.5,115.29,405.14,0.9078,3.262,4.714,83.71,89.03,14791.4,106.52,0,98.811,1
78484,pump,processing,evening,S1,predictive,56.28,1710.6,33.23,391.45,0.916,2.423,4.299,88.87,100.18,43038.8,19.49,1,99.076,2
78485,compressor,packaging,night,S2,preventive,29.45,2367.3,54.24,415.14,0.9036,2.189,5.818,66.94,78.27,6608.4,29.93,1,99.631,1
78486,compressor,assembly,evening,S2,predictive,66.37,2668.8,102.81,397.67,0.9041,3.177,6.015,80.31,93.23,10787.7,44.82,1,99.926,1
78487,compressor,assembly,night,S1,preventive,79.81,2838.9,115.52,402.25,0.9236,1.662,5.984,,98.14,10639.9,20.49,1,98.442,1
78488,mixer,processing,day,S2,predictive,52.35,1474.4,78.14,392.57,0.8917,3.17,5.274,78.29,86.52,16770.4,83.15,1,98.48,1
78489,pump,packaging,night,S2,predictive,62.75,2270.7,60.51,409.87,0.8857,2.724,5.512,82.93,94.47,17056.3,41.67,1,99.113,2
78490,conveyor,assembly,evening,S2,preventive,67.53,1108.0,58.23,384.69,0.9635,2.002,5.163,87.73,99.93,17314.1,49.73,1,99.011,1
78491,pump,processing,day,S2,reactive,49.05,2020.3,42.88,396.25,0.9053,5.578,4.345,77.1,101.28,14688.0,166.24,1,98.065,3
78492,conveyor,utilities,day,S2,preventive,53.6,865.7,38.04,401.46,0.8956,1.878,4.991,75.51,84.37,8311.7,22.81,0,100.0,1
78493,compressor,packaging,day,S4,preventive,64.73,2978.4,108.46,413.31,0.9245,2.839,6.476,78.34,86.17,30740.8,52.92,0,99.6,1
78494,conveyor,assembly,day,S3,preventive,40.85,807.4,32.06,389.74,0.9205,2.069,5.205,64.62,78.93,2864.1,87.34,2,96.175,1
78495,compressor,utilities,evening,S1,predictive,79.32,3094.4,127.08,405.09,0.9496,2.459,6.047,89.57,100.33,16450.4,53.19,0,98.732,1
78496,pump,packaging,night,S3,predictive,64.66,2276.0,51.08,400.32,0.9211,3.519,4.399,84.55,93.05,9322.5,56.3,1,98.914,2
78497,conveyor,cold_storage,day,S2,predictive,55.86,981.7,53.42,385.19,0.8924,2.634,4.834,85.5,90.11,8734.3,45.64,1,99.701,1
78498,conveyor,processing,day,S1,preventive,52.31,844.6,40.43,402.14,0.9701,,4.434,82.32,92.59,13224.0,23.26,1,98.775,1
78499,pump,utilities,day,S2,preventive,53.68,1899.0,40.51,400.58,0.8648,2.525,5.844,83.39,94.71,14228.3,68.75,0,98.705,1
78500,pump,utilities,evening,S2,predictive,83.17,2442.4,70.31,401.85,0.9339,2.915,5.649,96.3,104.84,7296.6,75.59,1,100.0,2
78501,turbine,packaging,evening,S2,preventive,81.82,4620.7,241.26,412.9,0.9286,3.062,5.392,88.32,100.88,11992.9,42.34,0,98.729,2
78502,compressor,packaging,evening,S2,reactive,66.4,3114.0,104.61,387.92,0.9857,1.636,6.512,81.1,83.64,5370.2,26.38,0,97.689,1
78503,turbine,processing,day,S3,reactive,77.39,4429.3,214.76,389.37,0.8898,3.167,6.337,92.89,105.48,16461.1,92.16,0,99.316,3
78504,pump,cold_storage,evening,S3,predictive,64.76,2079.7,49.74,406.3,0.8283,2.042,5.607,88.97,100.45,12832.7,15.65,3,99.67,2
78505,conveyor,assembly,night,S3,preventive,50.14,891.9,39.96,397.47,0.927,3.84,4.316,72.09,86.18,28548.3,68.6,4,98.048,1
78506,conveyor,utilities,evening,S2,reactive,40.61,606.1,23.84,392.86,0.9338,1.954,4.605,77.14,86.89,11338.4,46.19,0,100.0,1
78507,pump,assembly,night,S1,preventive,72.37,2013.2,52.74,393.88,0.9335,2.981,5.92,85.6,98.69,1994.3,75.73,2,98.842,1
78508,turbine,assembly,night,S2,preventive,66.01,5037.6,203.2,398.08,0.9428,1.619,6.099,88.96,93.48,7237.6,58.45,0,99.222,1
78509,mixer,assembly,day,S2,preventive,74.08,1511.1,108.15,384.91,0.9568,2.664,5.212,83.1,94.63,7310.3,64.9,0,99.842,2
78510,pump,utilities,evening,S2,reactive,64.72,2018.5,44.07,385.26,0.8944,1.823,5.487,76.02,85.71,7697.7,23.09,1,99.733,1
78511,compressor,packaging,evening,S3,preventive,53.23,3062.2,90.24,404.04,0.9549,1.609,6.633,64.06,79.19,14050.6,56.52,0,100.0,1
78512,conveyor,packaging,day,S2,reactive,37.19,889.9,34.85,404.84,0.9682,2.29,4.698,76.78,82.43,22832.5,35.91,0,99.819,1
78513,turbine,packaging,evening,S1,predictive,91.16,5798.7,304.0,404.61,0.9298,3.163,5.371,94.73,101.76,25551.2,25.37,0,98.035,1
78514,turbine,processing,evening,S3,preventive,55.06,4323.4,153.94,392.9,0.9108,1.736,6.694,90.42,98.92,12583.5,27.63,0,99.528,1
78515,compressor,processing,evening,S1,preventive,80.46,3006.5,103.22,399.46,0.9266,3.313,4.825,96.22,105.59,10374.1,103.67,1,98.409,3
78516,compressor,packaging,day,S3,predictive,71.07,2932.5,88.11,400.54,0.9838,1.533,6.058,75.87,79.53,12615.3,29.13,0,99.614,1
78517,conveyor,utilities,day,S1,preventive,64.99,886.1,45.79,405.89,0.8419,1.271,4.823,76.96,81.65,11488.6,8.56,1,98.206,1
78518,turbine,processing,evening,S3,predictive,103.58,6152.1,358.21,399.0,0.8977,3.131,6.185,99.95,114.35,17122.9,27.74,1,99.599,2
78519,pump,utilities,day,S1,predictive,39.07,1652.5,29.07,406.76,0.9331,3.872,4.763,71.63,80.92,51504.9,77.8,1,98.065,1
78520,mixer,processing,evening,S4,predictive,60.36,1412.9,82.5,392.54,0.9813,2.027,4.897,83.34,90.21,10744.5,24.8,1,99.941,1
78521,conveyor,cold_storage,evening,S3,reactive,66.94,900.8,53.39,397.34,0.8899,6.546,4.24,83.66,96.48,4001.8,272.01,1,98.69,3
78522,mixer,utilities,night,S1,predictive,38.94,1202.5,59.18,400.73,0.911,3.289,5.55,71.98,78.82,29691.4,27.61,1,98.25,1
78523,compressor,assembly,evening,S4,reactive,75.97,3045.9,118.4,390.2,0.9313,1.608,5.965,81.04,86.85,10979.0,44.32,0,97.96,1
78524,turbine,utilities,night,S1,predictive,75.83,5105.5,225.52,415.45,0.9201,3.181,5.805,83.57,95.03,7051.1,73.13,1,97.308,2
78525,turbine,cold_storage,evening,S3,preventive,85.01,5612.5,301.27,395.43,0.8756,3.505,5.269,87.04,98.05,30110.2,68.42,4,96.849,2
78526,mixer,utilities,night,S1,predictive,74.43,1613.3,129.04,395.5,0.9438,2.284,4.883,98.44,99.99,14215.3,10.52,1,98.016,1
78527,turbine,packaging,day,S3,preventive,65.4,4329.8,194.19,408.97,0.9368,2.674,5.547,86.16,95.02,12786.5,112.47,0,98.384,2
78528,turbine,assembly,day,S2,preventive,57.54,4340.0,171.53,402.64,0.9452,2.253,5.903,70.24,74.1,4325.7,64.82,0,98.502,1
78529,compressor,utilities,evening,S4,preventive,89.37,3286.4,156.66,382.5,0.7992,4.746,6.278,98.53,106.68,17404.5,129.93,1,98.277,3
78530,turbine,processing,day,S2,preventive,84.77,5362.0,270.51,400.37,0.8902,2.618,6.437,91.15,106.51,19005.4,25.28,1,98.831,2
78531,turbine,processing,evening,S3,preventive,86.43,5621.7,307.38,383.94,0.8804,2.332,6.067,97.39,105.93,8412.5,34.61,0,,1
78532,conveyor,processing,day,S4,preventive,62.34,970.5,52.58,400.11,0.9038,2.19,5.138,75.28,87.61,10865.0,20.64,0,99.322,2
78533,pump,packaging,day,S3,reactive,42.63,1883.2,36.37,392.85,0.9409,2.609,5.298,68.28,74.7,15994.9,62.53,2,99.44,1
78534,compressor,processing,night,S4,preventive,81.46,3135.9,128.68,397.89,0.8731,2.957,6.229,91.14,99.66,22934.3,49.25,2,98.804,2
78535,pump,assembly,day,S1,predictive,68.39,2221.7,52.89,394.32,0.9392,1.955,5.679,82.37,89.48,19257.0,14.79,0,98.4,1
78536,compressor,assembly,evening,S4,preventive,77.95,3086.5,128.25,419.66,0.902,2.513,5.263,81.07,86.99,15372.8,25.88,1,99.266,2
78537,compressor,assembly,night,S2,reactive,78.2,2905.6,100.05,402.03,0.9029,3.646,4.904,93.5,98.92,28068.3,57.87,2,98.29,3
78538,mixer,utilities,night,S2,reactive,89.84,1767.8,152.2,422.92,0.872,4.818,4.285,94.26,102.19,43364.5,111.33,0,99.232,3
78539,turbine,packaging,day,S1,preventive,89.89,5874.2,350.35,396.48,0.9031,3.952,5.699,98.6,110.17,13647.3,110.59,0,97.93,2
78540,turbine,packaging,evening,S3,preventive,85.93,5871.6,285.57,394.02,0.9558,2.221,6.769,88.34,101.89,3717.5,8.47,0,100.0,1
78541,pump,cold_storage,day,S2,preventive,79.8,2244.3,59.04,393.73,0.8903,2.103,5.426,87.89,93.81,9632.1,53.64,0,99.345,1
78542,compressor,processing,evening,S2,preventive,69.99,2688.7,92.16,394.83,0.906,3.193,4.922,90.49,104.68,35686.5,52.48,1,99.946,2
78543,compressor,processing,evening,S3,predictive,81.09,3260.3,126.08,396.97,0.9085,2.82,5.748,83.91,99.21,17958.7,55.1,2,99.641,1
78544,conveyor,utilities,evening,S3,predictive,69.17,1059.1,66.48,399.68,0.9319,3.389,5.449,87.27,103.81,20581.2,50.76,0,99.3,1
78545,pump,assembly,day,S3,preventive,78.79,2169.8,59.67,394.13,0.9004,2.817,4.642,91.64,101.63,26842.2,73.7,1,99.115,2
78546,conveyor,packaging,evening,S1,predictive,68.28,1086.9,57.43,388.77,0.8789,2.76,5.478,80.62,88.15,9385.7,23.45,0,98.897,1
78547,pump,cold_storage,night,S2,predictive,67.2,2074.1,57.09,359.34,0.8249,1.781,5.757,79.81,90.05,9285.2,27.37,0,98.917,1
78548,conveyor,utilities,night,S4,reactive,48.66,1051.7,51.7,404.77,0.8907,3.112,4.404,79.19,85.72,20315.9,89.53,1,98.062,3
78549,pump,assembly,evening,S4,preventive,75.75,2382.5,68.81,398.26,0.8724,2.03,5.222,80.66,82.83,11843.0,32.96,0,98.591,1
78550,turbine,utilities,evening,S1,reactive,87.78,5756.6,360.49,399.07,0.9009,4.15,6.125,94.77,105.4,19551.4,87.86,2,98.207,3
78551,conveyor,processing,night,S1,preventive,72.17,991.6,59.63,389.22,0.9616,2.224,5.602,89.87,98.45,4929.6,57.38,0,99.267,1
78552,conveyor,processing,day,S2,reactive,60.41,943.9,50.73,399.11,0.9197,2.78,5.296,82.2,87.73,30955.8,47.71,0,96.298,1
78553,pump,processing,day,S4,preventive,83.6,2408.4,59.08,381.26,0.8788,3.539,5.099,92.21,103.48,13318.4,49.59,2,99.458,2
78554,compressor,packaging,evening,S3,predictive,64.52,3262.1,108.5,393.16,0.8874,2.169,5.344,84.07,95.13,8153.6,46.75,0,99.255,1
78555,mixer,processing,day,S3,preventive,101.67,1772.2,169.8,391.33,0.9169,3.783,4.592,94.85,106.07,21790.1,86.08,2,99.108,2
78556,pump,packaging,day,S2,reactive,60.83,1975.8,45.35,381.32,0.9066,1.992,5.966,77.02,85.04,7468.1,83.01,0,98.687,1
78557,turbine,processing,evening,S2,preventive,68.83,5731.0,203.8,404.45,0.9564,1.996,5.819,84.41,91.85,11291.0,54.98,0,99.094,1
78558,turbine,assembly,night,S4,preventive,70.4,4923.4,222.01,401.15,0.9489,2.827,6.614,82.15,88.39,24293.2,32.13,1,96.517,2
78559,conveyor,cold_storage,day,S1,preventive,67.84,1009.0,57.22,384.98,0.9214,2.233,4.774,71.01,81.21,12899.5,62.08,1,98.581,1
78560,pump,packaging,night,S3,predictive,55.05,1831.9,38.51,396.52,0.9193,2.479,5.512,83.18,86.18,10991.9,91.03,2,99.604,2
78561,pump,utilities,evening,S2,reactive,65.61,2201.1,53.6,394.15,0.9495,2.504,5.976,80.13,84.08,28836.5,33.52,1,98.169,1
78562,conveyor,cold_storage,day,S3,reactive,51.02,1005.2,45.0,394.96,0.9307,1.987,4.925,69.42,77.04,5150.6,50.41,0,99.272,1
78563,pump,assembly,night,S1,preventive,46.22,1705.0,33.49,390.41,0.8933,2.716,4.989,69.5,77.02,22234.4,51.75,1,99.388,1
78564,compressor,utilities,day,S4,predictive,85.36,3146.8,139.14,404.3,0.8759,2.972,5.69,93.9,103.98,3550.4,112.35,0,99.026,1
78565,pump,cold_storage,evening,S2,reactive,75.23,2324.7,72.81,390.81,0.9697,2.66,5.745,89.35,97.49,27715.8,37.44,0,100.0,1
78566,conveyor,utilities,day,S1,preventive,60.88,913.3,45.04,401.48,0.8752,1.726,4.766,73.64,86.76,5846.4,20.79,0,99.995,1
78567,turbine,assembly,evening,S2,preventive,49.55,3959.3,130.24,399.11,0.9029,2.621,6.308,73.96,81.47,17312.6,70.73,0,98.716,1
78568,compressor,assembly,night,S3,reactive,50.38,2536.0,59.69,401.41,0.927,2.506,6.195,80.11,85.83,13050.9,36.6,1,98.322,1
78569,conveyor,packaging,night,S2,predictive,47.27,837.2,33.69,383.29,0.9789,3.419,4.142,75.37,97.49,22549.6,52.16,2,98.687,3
78570,conveyor,packaging,evening,S2,predictive,36.17,760.6,25.72,398.52,0.9119,2.083,5.268,65.73,74.38,13568.9,26.53,0,100.0,1
78571,mixer,packaging,night,S3,preventive,61.97,1520.8,84.62,410.27,0.9176,2.692,5.597,84.57,97.85,18454.2,52.51,1,98.807,2
78572,pump,utilities,day,S3,preventive,75.35,2044.3,53.21,407.52,0.9074,1.899,,88.83,99.58,8299.8,32.64,0,98.944,1
78573,conveyor,processing,day,S3,predictive,63.44,875.4,44.18,390.98,0.8994,2.26,5.049,83.24,94.24,10729.2,15.89,2,99.62,2
78574,compressor,packaging,evening,S3,reactive,76.72,3270.1,120.35,398.74,0.9386,2.295,5.567,89.82,105.78,11849.9,30.07,0,98.845,1
78575,pump,packaging,day,S4,reactive,51.33,1883.1,43.09,399.73,0.9112,2.755,5.206,,90.51,16477.9,65.48,0,99.934,2
78576,compressor,assembly,day,S1,predictive,63.26,2937.5,93.98,389.7,0.8935,1.798,5.713,81.21,88.55,14692.6,28.13,0,,1
78577,compressor,assembly,day,S2,preventive,58.4,2961.9,96.14,401.26,0.9298,3.258,5.631,85.06,90.88,17686.6,62.0,2,98.763,1
78578,compressor,assembly,evening,S2,preventive,46.58,2526.2,62.82,408.19,0.928,2.669,6.353,77.37,87.07,14562.5,18.48,1,98.287,1
78579,compressor,utilities,evening,S1,predictive,91.63,3322.6,154.74,393.59,0.9185,3.02,5.732,98.11,108.34,15268.6,40.12,0,98.883,3
78580,compressor,processing,night,S3,preventive,69.37,2988.2,121.29,385.64,0.9631,2.571,5.606,88.48,91.06,18978.1,44.01,0,99.198,1
78581,turbine,assembly,day,S1,predictive,70.63,4327.8,192.32,414.93,0.936,2.703,6.499,93.01,100.95,13277.2,4.79,0,99.252,1
78582,compressor,assembly,night,S1,preventive,53.13,2682.7,83.11,400.28,0.9365,2.119,5.43,77.21,89.99,15909.5,44.38,0,99.578,1
78583,compressor,utilities,day,S2,preventive,73.95,3267.6,122.65,423.83,0.9064,2.942,5.853,93.52,108.64,11865.7,22.36,0,99.041,2
78584,compressor,assembly,night,S4,preventive,59.35,2800.4,82.54,401.42,0.8975,2.452,6.597,80.7,86.0,22019.5,12.48,0,99.345,1
78585,turbine,utilities,evening,S1,predictive,57.41,4588.2,171.66,387.73,0.8997,,5.902,90.26,99.17,11786.2,28.86,1,99.005,2
78586,compressor,packaging,day,S3,preventive,43.05,2839.9,75.78,409.08,0.911,2.672,6.257,75.22,85.76,17121.2,46.75,0,99.705,1
78587,turbine,utilities,evening,S2,preventive,63.54,4291.5,177.4,395.68,0.8977,1.31,6.24,84.77,94.75,15974.0,12.05,2,100.0,1
78588,pump,processing,night,S3,predictive,77.24,2133.5,56.91,385.27,0.9355,2.779,4.662,87.54,103.76,15544.5,17.31,0,97.803,2
78589,turbine,cold_storage,evening,S2,predictive,74.09,5112.6,223.32,411.39,0.8905,1.917,6.058,87.97,99.49,10813.8,15.98,0,99.194,1
78590,compressor,processing,evening,S2,predictive,71.49,2971.2,109.35,396.89,0.9267,2.253,5.836,82.25,88.68,13651.5,60.66,0,99.665,1
78591,pump,assembly,day,S3,preventive,49.96,1728.0,32.93,392.89,0.9581,2.414,5.125,81.0,92.04,7583.4,75.57,0,97.958,1
78592,compressor,assembly,day,S4,preventive,71.39,2992.4,104.32,393.52,0.902,2.762,5.502,79.62,87.36,9959.7,78.12,0,98.512,1
78593,turbine,packaging,day,S2,preventive,82.53,5579.6,282.51,411.18,0.9597,2.235,6.026,92.14,98.96,7555.0,33.77,3,96.418,2
78594,turbine,processing,day,S2,predictive,60.33,5029.0,189.43,371.26,0.9281,2.365,6.034,76.06,84.35,11004.1,56.23,0,98.267,1
78595,pump,processing,evening,S2,reactive,87.23,2410.8,78.69,400.96,0.8863,4.8,4.765,101.35,109.6,12333.3,96.62,2,98.736,2
78596,conveyor,processing,day,S3,predictive,55.02,1048.1,51.12,410.09,0.9366,2.499,5.517,82.24,92.0,8196.4,22.15,0,99.487,1
78597,turbine,cold_storage,evening,S2,predictive,88.13,5761.1,306.21,397.14,0.9325,2.892,6.577,92.41,98.95,24324.4,20.37,1,95.71,2
78598,compressor,utilities,day,S1,predictive,93.92,3879.3,156.9,409.11,0.9109,2.785,5.601,84.84,93.8,5011.4,7.87,0,98.886,1
78599,conveyor,packaging,day,S4,preventive,53.4,980.1,42.89,390.28,0.9331,2.483,5.092,71.81,75.4,31814.3,24.42,0,98.521,1
78600,pump,utilities,day,S3,reactive,81.01,2333.9,66.78,407.75,0.8941,2.582,5.386,90.37,100.16,12906.6,34.31,0,99.134,3
78601,turbine,assembly,night,S1,reactive,78.19,5078.9,261.69,394.82,0.933,1.622,6.588,80.01,87.54,7778.4,16.36,0,98.888,1
78602,turbine,utilities,day,S2,reactive,95.06,6055.4,286.93,403.4,0.8848,3.755,6.256,105.58,118.74,17364.2,126.13,2,98.296,3
78603,conveyor,utilities,day,S2,preventive,33.41,883.0,29.44,410.41,0.8816,2.791,4.425,67.62,76.71,16961.4,77.49,2,99.423,1
78604,conveyor,assembly,evening,S4,preventive,58.46,941.1,46.96,394.29,0.9224,1.897,4.403,87.37,91.57,11839.4,41.91,0,99.478,1
78605,pump,assembly,evening,S1,preventive,51.82,2148.9,46.49,390.95,0.8811,2.329,5.052,72.24,83.53,12538.7,97.04,1,98.188,1
78606,compressor,packaging,evening,S2,reactive,73.37,3236.4,130.34,407.35,0.9146,3.102,5.51,88.57,100.12,14601.0,81.06,1,98.143,2
